"species","month","year","country","IT","sex","doi"
"Anthophora plumipes",3,1952,"Netherlands",4.3,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",5,1950,"Netherlands",4.3,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,1951,"Netherlands",4.4,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",5,1950,"Netherlands",4.5,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",3,1946,"Netherlands",4.6,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,1944,"Netherlands",3.9,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",3,1948,"Netherlands",4.4,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",3,1946,"Netherlands",4.9,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,1944,"Netherlands",4.5,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,1946,"Netherlands",3.7,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,1946,"Netherlands",4.8,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",3,1946,"Netherlands",4.5,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",3,1946,"Netherlands",4.6,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",3,1946,"Netherlands",4.5,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,1962,"Netherlands",4.6,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",5,1967,"Netherlands",4.5,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,1963,"Netherlands",4.4,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",3,1977,"Netherlands",4.1,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",3,1977,"Netherlands",4.3,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,1980,"Netherlands",4.5,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,1969,"Netherlands",4.4,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",3,1977,"Netherlands",4.1,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,1969,"Netherlands",4.5,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,1969,"Netherlands",4.3,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,1961,"Netherlands",4.5,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,1967,"Netherlands",4.7,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,1978,"Netherlands",4.6,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,1973,"Netherlands",4.5,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,1965,"Netherlands",4.5,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,1965,"Netherlands",4.7,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,1965,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",3,1977,"Netherlands",4.2,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",3,1978,"Netherlands",4.7,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",5,1965,"Netherlands",4.8,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",5,1997,"Netherlands",4.4,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",5,1989,"Netherlands",4.3,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",3,1997,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,1987,"Netherlands",4.5,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,1990,"Netherlands",4.5,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,1990,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,1987,"Netherlands",4.3,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,1998,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",5,1998,"Netherlands",4.4,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",3,1997,"Netherlands",4.3,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",5,1995,"Netherlands",4.1,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",5,1989,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,1992,"Netherlands",4.3,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,1997,"Netherlands",4.5,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,1997,"Netherlands",4.5,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",5,1998,"Netherlands",3,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,1997,"Netherlands",4.5,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,1998,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,1998,"Netherlands",4.7,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,1998,"Netherlands",4.3,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,2001,"Netherlands",4.4,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",5,2002,"Netherlands",4.2,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,2001,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,2001,"Netherlands",4.2,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,2001,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",5,2002,"Netherlands",4.2,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",5,2002,"Netherlands",4.3,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",5,2002,"Netherlands",4.3,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",5,2002,"Netherlands",4.1,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,2001,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",3,2001,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",5,2003,"Netherlands",3.7,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",5,2003,"Netherlands",4.2,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,2001,"Netherlands",3.9,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",3,2001,"Netherlands",3.9,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",3,2001,"Netherlands",4.3,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,2001,"Netherlands",3.7,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",4,2001,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",5,2002,"Netherlands",4.3,"Male","10.1371/journal.pone.0148983"
"Anthophora plumipes",5,2002,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1876,"Netherlands",4.3,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1878,"Netherlands",4.7,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1876,"Netherlands",3.8,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1992,"Netherlands",4.5,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1879,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1896,"Netherlands",3.8,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1875,"Netherlands",4.5,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",8,1878,"Netherlands",3.8,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1896,"Netherlands",3.6,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1896,"Netherlands",3.4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1896,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1888,"Netherlands",3.8,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1896,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1918,"Netherlands",4.1,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1903,"Netherlands",4.2,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1911,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1905,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1905,"Netherlands",3.4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1919,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1915,"Netherlands",3.1,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1915,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1909,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1915,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1915,"Netherlands",3.6,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1911,"Netherlands",3.4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1911,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1905,"Netherlands",3.4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1920,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1904,"Netherlands",3.4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1911,"Netherlands",3.6,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1911,"Netherlands",3.6,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1905,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1922,"Netherlands",4.3,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1936,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1938,"Netherlands",4.1,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1938,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1922,"Netherlands",4.3,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1922,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1922,"Netherlands",4.5,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1922,"Netherlands",4.4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1938,"Netherlands",4.5,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1940,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",7,1938,"Netherlands",3.7,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",7,1924,"Netherlands",3.8,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1938,"Netherlands",4.3,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1938,"Netherlands",4.3,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1937,"Netherlands",4.5,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1938,"Netherlands",4.2,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1937,"Netherlands",4.5,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1937,"Netherlands",4.5,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1938,"Netherlands",4.3,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1939,"Netherlands",3.4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1952,"Netherlands",4.5,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1943,"Netherlands",3.7,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1942,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1943,"Netherlands",3.9,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1941,"Netherlands",4.4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1942,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1942,"Netherlands",4.1,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1943,"Netherlands",4.1,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1947,"Netherlands",4.3,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1943,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1949,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1951,"Netherlands",4.2,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1974,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1947,"Netherlands",4.2,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1941,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1942,"Netherlands",4.4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1942,"Netherlands",4.3,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1952,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1952,"Netherlands",3.4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1946,"Netherlands",3.6,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1946,"Netherlands",3.8,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1976,"Netherlands",4.2,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1976,"Netherlands",3.7,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1971,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1971,"Netherlands",3.4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1971,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1970,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1977,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1977,"Netherlands",3.4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1978,"Netherlands",3,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1977,"Netherlands",3.4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1987,"Netherlands",4.1,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1988,"Netherlands",3.7,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1988,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1987,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1988,"Netherlands",3.9,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1996,"Netherlands",3.9,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1988,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1994,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1996,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1995,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1997,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1996,"Netherlands",3.8,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1992,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1991,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1991,"Netherlands",3.1,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1991,"Netherlands",3.4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1991,"Netherlands",3.4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1992,"Netherlands",3,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1992,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,2001,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,2001,"Netherlands",3.9,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,2001,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",6,2001,"Netherlands",3.7,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,2001,"Netherlands",3.8,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,2001,"Netherlands",4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,2001,"Netherlands",2.8,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,2001,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,2001,"Netherlands",2.9,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,2001,"Netherlands",3.3,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,2001,"Netherlands",3,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,2001,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,2001,"Netherlands",3,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,2001,"Netherlands",3.5,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,2001,"Netherlands",3.4,"Female","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1876,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",7,1874,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",7,1874,"Netherlands",4.4,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",7,1874,"Netherlands",3.7,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1882,"Netherlands",4.3,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1892,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",7,1876,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1888,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1889,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1888,"Netherlands",3,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1891,"Netherlands",3,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1888,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1888,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1891,"Netherlands",3,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1888,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1891,"Netherlands",3,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1888,"Netherlands",3.2,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1891,"Netherlands",3.2,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1886,"Netherlands",3,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1900,"Netherlands",2.9,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1900,"Netherlands",3,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1920,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1920,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1919,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1919,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1919,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1919,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1919,"Netherlands",3.7,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1919,"Netherlands",3.6,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1918,"Netherlands",3.7,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1919,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1919,"Netherlands",3.7,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1919,"Netherlands",4.1,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1909,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1907,"Netherlands",3.2,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1906,"Netherlands",3,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1906,"Netherlands",3.4,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1906,"Netherlands",3.2,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1906,"Netherlands",3.1,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1910,"Netherlands",3.1,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1910,"Netherlands",3.2,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1939,"Netherlands",3.9,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1939,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1939,"Netherlands",3.7,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1939,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1939,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1940,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1940,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1922,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1937,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1936,"Netherlands",3.7,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1939,"Netherlands",3.9,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1939,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1926,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1922,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1939,"Netherlands",4.3,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1926,"Netherlands",4.3,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1922,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1921,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",6,1939,"Netherlands",4.1,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1943,"Netherlands",3,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1954,"Netherlands",3.9,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1947,"Netherlands",4.4,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1942,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1943,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1954,"Netherlands",3.6,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1954,"Netherlands",3.6,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1942,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1944,"Netherlands",3.6,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1942,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1943,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1941,"Netherlands",3.7,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1947,"Netherlands",3.7,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1946,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1946,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1943,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1943,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1952,"Netherlands",4.1,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1952,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1952,"Netherlands",4.2,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1941,"Netherlands",3.6,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1978,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1975,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1975,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1976,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1976,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1973,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1975,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",8,1962,"Netherlands",3,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1966,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1969,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1969,"Netherlands",3,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1969,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1967,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1967,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1980,"Netherlands",3.4,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1996,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",9,1988,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1988,"Netherlands",3.9,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1996,"Netherlands",3.4,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1989,"Netherlands",3.7,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1989,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1989,"Netherlands",3.2,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1989,"Netherlands",3.3,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1989,"Netherlands",3.8,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1988,"Netherlands",3.7,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1988,"Netherlands",3.2,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1997,"Netherlands",3.9,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1997,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1996,"Netherlands",4,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",5,1996,"Netherlands",3.6,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1990,"Netherlands",3.5,"Male","10.1371/journal.pone.0148983"
"Anthophora retusa",4,1983,"Netherlands",3.2,"Male","10.1371/journal.pone.0148983"
